text,post_type
"['อนุญาต', 'แอดมิน', 'ห้อง', 'เช่า', 'ปรับปรุง', 'เฟอร์นิเจอร์', 'นอน', 'ตู้', 'เสื้อผ้า', 'แหล่ง', 'ชุมชน', 'ซอยวงศ์', 'สว่าง', '19', 'ห้องน้ำ', 'ตัว', 'ห้อง', 'ราคา', 'ประหยัด', '2500', 'เดือน', 'ชำระ', 'ประกัน', 'มัด', '5000', 'เดินทาง', 'สะดวก', 'บิ๊กซีวงศ์สว่างพระจอมเกล้าพระนครเหนือ', 'ประชาชื่น', 'โรงพยาบาลเกษมราษฏร์', 'รีบ', 'ด่วน', 'กี่', 'ห้อง']",1

"['เจอ', 'เดิน', 'ตึก', 'วิศวะ', 'ติดต่อ', 'รับคืน', 'เฟส', 'คับ']",0

"['สมัคร', 'พาร์ทไทม์', '“', 'ร้านนมเจริญ', '”', 'งาน', '1730', '2330', '300', '฿', 'งาน', 'จำนวน', '1', 'คน']",3

"['รบกวน', 'ทำ', 'สอบถาม']",3

"['รบกวน', 'ทำ', 'สอบถาม', 'ขอบคุณ']",3

"['คน', 'ทำ', 'บัตร', 'ประชาชน', 'ตก', 'หน้า', 'ร้าน', 'ข้าว', 'ผัด', 'ปู', 'รู้จัก', 'เพื่อน', 'รบกวน', 'ติดต่อ']",0

"['ตู้', 'เย็น', 'Mitsubishi', '49', 'คิว', 'ราคา', '3000', 'บาท', 'สนใจ', 'สอบถาม']",1

"['จอ', 'คอม', 'Zowie', 'xl', '2731', '144', 'HZ']",1

"['อนุญาต', 'ฝาก', 'ร้าน', 'พี่เรา', 'หา', 'ร้าน', 'บอร์ด', 'เกม', 'ม', 'ลอง', 'เล่น', 'ร้าน', 'พี่']",3

"['ปุกาด', 'ปุกาดดด', 'ร้าน', 'เจ๊โหด', 'พี่หญิง', 'อาหาร', 'สั่ง', 'น้า', 'ย้าย', 'ร้าน', 'โค้ง', 'มอ', 'วิน', 'มอเตอร์ไซต์', 'ข้าม', 'สะพาน', 'เหล็ก', 'เล้ยยย', 'รายการ', 'อาหาร', 'เริ่มต้น', '55', 'บาท', 'ฟรีซอย', '11', 'บริเวณ', 'ใกล้เคียง', 'ร้าน', '0830', '1730', 'น', 'โทร', 'สั่ง', 'เบอร์', '0894953853', 'Line', 'f', '2536', 'k', '2533']",3

"['อนุญาต', 'ประชาสัมพันธ์', 'งาน', 'Job', 'ปี', '2566', 'สนใจ', 'งาน', 'ไดกิ้น', 'คอมเพรสเซอร์', 'ระยอง', 'บริษัทมั่นคง', 'สวัสดิการ', 'ดี', 'รถ', 'ฟรี', 'ข้าว', 'กลาง']",3

"['ตาราง', 'Jobfair', 'ปี', '2023', 'ไดกิ้น', 'ระยอง', 'งาน', 'Jobfair', 'มหาวิทยาลัย', 'สนใจ', 'งาน', 'งาน', 'น้า']",3

"['หา', 'คน', 'ติว', 'วิชา', 'fluid', 'mechanic', 'ตอน', 'ผม', '2', 'คน']",3

"['น้อง', 'สนใจ']",3

"['คัด', 'ศึกษา', 'รหัส', '65', 'ปี', 'พศ', '2545', 'แข่งขัน', 'กีฬา', 'ฟุตซอล', 'รายการ', 'THAILAND', 'FUTSAL', 'UNVERSITY', 'THE', '20222023', 'สนามฟุต']",3

"['ขาย', 'สัญญา', 'เช่า', 'คอนโด', 'รีเจนท์โฮม', 'บางซ่อน', 'เฟส', '28', 'ตึก', 'D', 'ชั้น', '16', 'MRT', 'ซ่อน', '180', 'เมตร', 'สัญญา', 'เดือน', 'เมย', 'สัญญา', '1', 'กพ', 'เช่า', '6000', '฿', 'เดือน']",1

"['ทำ', 'โทรศัพท์', 'ตก', 'หน้า', 'ulife', 'prime', 'ตึก', '3', 'เดี๋ยว', 'ฝาก', 'ยาม']",0

