text,post_type
"['ขาย', 'สัญญา', 'หอ', 'พักโซล', 'Soul', 'Dormitory', 'มจพ', 'หอ', 'สร้าง', 'ห้อง', 'ชั้น', '5', 'ห้อง', 'ขนาด', '22', 'ตรม', 'เตียง', 'นอน', '5', 'ฟุต', 'ชั้น', 'วาง', 'หนังสือ', 'ชั้น', 'วาง', 'รองเท้า', 'โต๊ะ', 'อ่าน', 'หนังสือ', 'เก้าอี้', '2', 'ตัว', 'ตู้', 'เสื้อผ้า', 'ราว', 'ตาก', 'ผ้า', 'ตู้', 'เย็น', 'internet', '30', 'MB', 'ห้อง', 'เลาน์เตอร์', 'ห้อง', 'ละตัว', 'แอร์', 'เครื่อง', 'ทำ', 'น้ำ', 'อุ่น', 'จอด', 'มอไซด์', 'Zumm', 'cafe', 'ใต้หอ', '24', 'ชม', 'สิทธิ', 'Menter', 'gym', 'สมัคร', 'สมาชิก', '750', 'เดือน', 'ปกติ', 'เดือน', '1500', 'ขาย', 'สัญญา', '8500', 'บาท', 'เดือน', '6000', 'บาท', 'ไฟ', 'หน่วย', '8', 'บาท', 'น้ำ', 'หน่วย', '18', 'บาท', 'ราคา', 'สัญญา', 'ทัก', 'ต่อรอง', 'สัญญา', '1', 'กค', '64']",1

"['ประกาศ', 'ขาย', 'สัญญา', 'หอ', 'ด่วน', 'บ้านประพันธ์พัฒน์', '14', 'ตค', 'รีบ', 'เงิน', 'ติด', 'มจพ', 'เดิน', '5', 'นาที', 'มอ', 'แอร์', 'ตู้', 'เสื้อผ้า', 'เตียง', 'โต๊ะ', 'เก้าอี้', 'wifi', 'ห้อง', '4500', 'เดือน', 'ขาย', 'สัญญา', '5000', 'บาท', 'สอบถาม', 'inbox']",1

"['ขาย', 'สัญญา', 'หอ', 'The', 'Mira', 'Wongsawang', '11', 'มจพ', 'หอ', 'สร้าง', 'ต้น', 'เดือน', 'ห้อง', 'ชั้น', '7', 'ห้อง', '701', 'เฟอร์นิเจอร์บิ้ว', 'อิน', 'ลิฟต์', 'เตียง', '5', 'ฟุต', 'ตู้', 'เสื้อผ้า', '150', 'เมตร', '3', 'ประตู', 'ตู้', 'เย็น', 'ไมโครเวฟ', 'ตู้', 'ใส่', 'รองเท้า', 'แอร์ใหม่', 'โต๊ะ', 'อ่าน', 'หนังสือ', 'เก้าอี้', '2', 'ตัว', 'เครื่อง', 'ทำ', 'น้ำ', 'อุ่น', 'กั้น', 'เปียก', 'แห้ง', 'ห้องน้ำ', 'วิว', 'ห้อง', 'วิว', 'สวน', 'ธรรมชาติ', 'นั่ง', 'จิบ', 'เบียร์', 'ฟัง', 'เพลง', 'ชิล', 'ฟิตเนส', 'เล่น', 'ฟรี', 'หอ', 'อุปกรณ์', 'wifi', 'ตู้', 'กด', 'อาหาร', 'น้ำ', 'ดื่ม', 'ขนม', 'หอ', 'จอด', 'รถ', 'มอไซต์', 'รปภ', 'เฝ้า', 'ตอน', 'กลาง', 'คืน', 'รูป', 'ล่าง', 'ขาย', 'สัญญา', '15000', 'บาท', 'ห้อง', 'เดือน', 'สุดท้าย', '16500', 'ลด', '1500', 'บาท', 'ห้อง', 'เดือน', '6500', 'บาท', 'ไฟ', 'หน่วย', '8', 'บาท', 'น้ำ', 'หน่วย', '18', 'บาท', 'สัญญา', 'เดือน', 'สุดท้าย', 'จ่าย', 'ห้อง', 'สนใจ', 'สอบถาม', 'inbox', 'คับ', 'ขาย', 'สัญญา', 'คอนโด', 'ญาติ']",1

"['ขาย', 'สัญญา', 'หอ', 'Rs', 'mantion', '7000', '฿', 'ห้อง', '4500', 'ตึก', 'C', 'ชั้น', '3', 'เดือน', 'สิงหา', 'มัดจำ', '5000', 'หอ', 'เงิน', 'คืน', 'เดือน', 'สุดท้าย', 'ห้อง', 'เน็ต', 'TOT', '300150', '421', '฿', 'ไฟ', 'หน่วย', '5', 'น้ำ', '25', 'ตู้', 'เย็น', 'เตียง', '5', 'ฟุต', 'อ่าง', 'ล้าง', 'จาน', 'ระเบียง', 'ใกล้เซเว่น', 'สนใจ', 'ดู', 'รูป', 'ดู', 'ห้อง', 'ติดต่อ', 'ติดต่อ', '0625266630']",1

"['ขาย', 'สัญญา', 'หอ', 'The', 'K', 'สัญญา', 'เดือน', 'เดือน', 'กรกฎาคม', 'ขาย', '12000', 'คืน', '15000', 'สัญญา', 'ห้อง', 'ชั้น', '3', 'เดือน', '5500', 'บาท', '12', 'คน', 'ไฟ', 'หน่วย', '8', 'บาท', 'น้ำ', '4', 'หน่วย', '100', 'บาท', 'หน่วย', 'หน่วย', '17', 'บาท', 'สนใจ', 'ติดต่อ', 'เฟส', 'line', 'id', 'sushisushiming']",1

"['ขาย', 'สัญญา', 'หอ', 'พักหญิงกาญจน์', 'ติด', 'ประตู', 'มอ', 'ชั้น', '5', 'ห้อง', '506', '⁃', 'เตียง', 'ขนาด', '5', 'ฟุต', '⁃', 'โต๊ะ', 'อ่าน', 'หนังสือ', 'เก้าอี้', '2', 'ตัว', '⁃', 'ตู้', 'เสื้อผ้า', '⁃', 'ชั้น', 'วาง', 'รองเท้า', '⁃', 'แอร์', 'ขาย', 'สัญญา', '10000', 'บาท', 'ห้อง', 'เดือน', 'สุดท้าย', '5000', 'บาท', 'สัญญา', 'จ่าย', 'ห้อง', 'เดือน', 'สุดท้าย', 'ราคา', 'สัญญา', 'ต่อรอง', 'เดือน', '5000', 'บาท', 'ไฟ', 'หน่วย', '8', 'บาท', 'น้ำ', 'หน่วย', '18', 'บาท', 'สัญญา', '1', 'สิงหาคม', '2564', 'สนใจ', 'สอบถาม', 'ทัก', 'สอบถาม', '2', 'ล่าง', '⁃', 'inbox', '⁃', 'Line', 'gunnyeol']",1

"['ขาย', 'สัญญา', 'หอ', 'k', 'family', 'ชั้น', '2', 'ห้อง', '5500', '฿', 'ไฟ', '8', '฿', 'หน่วย', 'น้ำ', '4', 'หน่วย', '100', '฿', 'หน่วย', '17', '฿', 'สัญญา', '12500', '฿', 'แอร์', 'เครื่อง', 'ทำ', 'น้ำ', 'อุ่น', 'โต๊ะ', 'อ่าน', 'หนังสือ', 'ตู้', 'เสื้อผ้า', '711', 'หอ', 'ตรงข้าม', 'เรือน', 'ไม้', 'น้ำ', 'เครื่อง', 'ซัก', 'ผ้า', 'ล่าง', 'สนใจ', 'สอบถาม', 'ทัก', 'ดู', 'ห้อง', 'หอม', 'จพ']",1

"['ขาย', 'สัญญา', 'หอbless', 'Salcha', 'หอ', 'ห้อง', 'คน', 'ดูแลรักษา', 'ห้อง', 'สะอาด', 'ดี', 'ห้อง', 'ขนาด', 'มาตรฐาน', '21', 'ตรม', 'เตียง', 'ขนาด', '5', 'ฟุต', 'หัว', 'เตียง', 'ปลั๊กชาตแบตบิวท์', 'อิน', 'หัว', 'เตียง', 'อำนวย', 'สะดวก', 'โต๊ะ', 'เตียง', 'โต๊ะ', 'อ่าน', 'หนังสือ', 'ชั้น', 'วาง', 'หนังสือ', 'ตู้', 'เสื้อผ้า', 'ขนาด', 'กระจก', 'เต็มตัว', 'ระเบียง', 'ล้าง', 'จาน', 'ก๊อก', 'น้ำ', 'แยก', 'ปลั๊ก', 'ไฟ', 'รอบ', 'ห้อง', 'ชั้น', 'วาง', 'รองเท้า', 'ห้อง', 'แอร์', 'เครื่อง', 'ทำ', 'น้ำ', 'อุ่น', 'ห้อง', 'ห้อง', 'หอ', 'ตู้', 'เย็น', 'ซื้อ', 'คน', 'ต้องการ', 'ซื้อ', 'ยินดี', 'ขาย', 'ห้อง', 'อำนวย', 'สะดวก', '1', 'สระ', 'ว่าย', 'น้ำ', '2', 'จอด', 'รถ', '3', 'ลุงยาม', 'เฝ้า', 'คืน', 'ลุงใจดี', '4', 'กล้อง', 'วงจรปิด', 'ชั้น', 'ชั้น', 'ต่ำ', '2', 'ตัว', '5', 'เครื่อง', 'ซัก', 'ผ้า', 'หอรอง', '6', 'ตู้', 'กด', 'ขนม', 'กด', 'เครื่อง', 'ดื่ม', '7', 'wifi', 'ห้อง', '2', 'รหัส', 'ติด', '8', 'ไมโครเวฟ', 'กลาง', '9', 'หอ', 'สแกน', 'หน้า', 'นิ้ว', 'ห้อง', 'เดือน', '5900', 'ชั้น', '4', 'หอbless', 'ลิทต์', 'สัญญา', '9700', 'ทักมา', 'คุย', 'น้ำ', 'หน่วย', '20', 'บาท', 'ไฟ', '8', 'บาท']",1

"['ขาย', 'สัญญา', 'หอ', 'พัก', 'มายด์', 'พลัท', 'มจพ', 'หอสร้าง', '5', 'เดือน', 'ห้อง', '5100', 'เดือน', 'ชั้น', '5', 'ห้อง', 'ริม', 'ระเบียง', 'ลม', 'พัก', 'สัญญา', '8000', 'สัญญา', 'คืน', '12000', 'สัญญา', 'พค', '64', 'ไฟ', '8', 'น้ำ', '20', 'หน่วย', 'มีแอร์', 'เตียง', '5', 'ฟุต', 'อ่าง', 'ล้าง', 'จาน', 'ระเบียง', 'จอด', 'มอเตอร์ไซด์', 'อินเตอร์เน็ต', 'ฟรีเราท์เตอร์', '140', 'mb', 'เราท์เตอร์', 'แยก', 'ห้อง', 'ห้อง', 'เครื่อง', 'ทำ', 'น้ำ', 'อุ่น', 'โต๊ะ', 'ไม้', 'วาง', 'คอม', '2', 'เครื่อง', 'ตู้', 'เสื้อผ้า', 'สนใจสอบถาม', 'เพื่มเติม', 'ติดต่อ', 'เฟส', 'line', 'id', 'sirfast', 'เบอร์โทร', '0970', '174420']",1

"['อนุญาต', 'ประชาสัมพันธ์', 'เช่า', 'ห้อง', 'คอนโด', 'ชั้น', '26', 'วิว', 'แม่น้ำเจ้าพระยา', 'Location', 'ห่าง', 'มหาวิทยาลัยเทคโนโลยีพระจอมเกล้า', '15', 'กม', 'นั่ง', 'รถ', 'เมล์', 'สาย', '64', '33', '97', '203', '543', 'ก', 'สนใจ', 'ติดต่อ', 'สอบถาม', 'ข้อมูล', 'Line', 'ID', 'waddeehei', 'ข้อมูล', 'ทำ', 'สัญญา', 'เช่า', '1', 'เช่า', 'เดือน', '8000', 'บาท', 'เดือน', 'ปกติ', '10000', 'บาท', '2', 'ประกัน', 'ห้อง', '15000', 'บาท', 'คืน', 'เช่า', 'สัญญา', '3', 'เช่า', 'อาศัย', '1', 'ปี', 'ข้อมูล', 'ห้อง', 'พัก', '1', 'ห้อง', 'นั่ง', 'เล่น', 'ไมโครเวฟ', 'ทีวี', 'โซฟา', '1', 'ตัว', 'โต๊ะ', 'กิน', 'ข้าว', 'เครื่อง', 'ซัก', 'ผ้า', 'แอร์', 'ตู้', 'เย็น', '2', 'ห้อง', 'นอน', '1', 'ห้อง', 'แอร์1', 'ตัว', 'ตู้', 'เสื้อผ้า', '1', 'ตู้', 'เตียง', 'ขนาด', '5', 'ฟุต', 'นอน', '3', 'ห้องน้ำ', 'เครื่อง', 'ทำ', 'น้ำ', 'อุ่น', '4', 'อำนวย', 'สะดวก', 'พัก', 'สระ', 'ว่าย', 'น้ำ', 'ฟิตเนส', 'จอด', 'รถ', 'ฟรี']",1

"['ฝาก', 'คอนโด', 'เด็ก', 'มจพ', 'ห้อง', 'เอี่ยม', 'คน', 'คอนโด', 'เช่า', 'ยินดี', 'เอเจ้น', 'ติด', 'MRT', 'ซ่อน', 'นั่ง', 'วิน', 'มอเตอร์ไซด์', 'นั่ง', 'รถ', 'ไฟฟ้า', '18', 'นาที', 'MRTห้วยขวาง', 'Regent', 'Home', 'Bangson', 'Phase', '28', 'รีเจ้นท์', 'ซ่อน', 'โครงการ', '2', 'เฟส', '28', 'ตึก', 'A', 'เดิน', 'วิว', 'โล่ง', 'ทิศใต้', 'ชั้น', '14', 'ห้อง', '1', 'นอน', 'กั้น', 'ห้อง', 'ขนาด', '28', 'ตรม', 'วิว', 'โล่ง', 'ตัว', 'ห้อง', 'เฟอร์นิเจอร์', 'ดี', 'SBเฟอร์นิเจอร์', 'ตู้', 'เสื้อผ้า', 'SB', 'Furniture', 'เตียง', 'SB', 'Furniture', '6', 'ฟุต', 'นอน', 'Slumberland', 'ยี่ห้อ', 'ประเทศอังกฤษ', 'นอน', 'ปวด', 'โซฟา', 'SB', 'Furniture', 'LShape', 'ขนาด', 'นั่ง', 'นอน', 'พักผ่อน', '15900', 'Rain', 'Shower', 'รร', '5', 'ดาว', 'ดี', '8645', 'SAMSUNG', '55', 'นิ้ว', 'จ', '4', 'SMART', 'Netflix', 'เชื่อม', 'มือถือ', 'ไร้', 'สาย', 'ไมโครเวฟ', 'Sharp', 'ตู้', 'เย็น', 'Misubishi', 'inverter', 'ประหยัด', 'ไฟ', 'แอร์', '2', 'ตัว', 'Mitsubishi', 'Super', 'inverter', 'GR', 'รุ่น', 'TOP', '2020', 'ระบบ', 'กรอง', 'PM', '25', 'ประหยัด', 'ไฟ', 'กระจก', 'กั้น', 'แยก', 'ห้อง', 'นอน', 'ห้อง', 'นั่ง', 'เล่น', 'กลาง', 'โครงการ', 'Fitness', 'สระ', 'ว่ายน้ำ', 'CCTV', 'ลิฟต์', 'ล๊อก', 'ชั้น', 'ปลอด', 'ภัย', 'เช่า', '7500', 'Uเดือน', 'จอด', 'รถ', 'ฟรี', 'รถ', 'ยนต์', '1', 'คัน', 'มอเตอร์ไซด์', '1', 'คัน', 'ราคา', 'กลาง', 'เจ้าของ', 'ปล่อย', 'เช่า', 'Agent', 'welcome', 'สนใจ', 'ติดต่อ', '0814757151', 'Linexcom9', 'กุลพร', 'เจ้าของ', 'ห้อง', 'แม่', 'พี่เอ็กซ์', 'ตึกA', 'เดิน', 'วิว', 'โล่ง', 'ห้อง', 'ดี']",1

"['ขาย', 'สัญญา', 'หอ', 'บ้าน', 'พักสราญสุข', 'ห้อง', '5800', 'ชั้น', '4', 'ห้อง', 'หน้า', 'แสง', 'เช้า', 'เย็น', 'ตอน', 'เย็น', 'แสง', 'สวย', 'สัญญา', '8000', 'ไฟ', 'หน่วย', '8', 'น้ำ', '18', 'ตู้', 'เย็น', 'แอร์', 'เตียง', '5', 'ฟุต', 'อ่าง', 'ล้าง', 'จาน', 'ระเบียง', 'ใกล้เซเว่น', 'เครื่อง', 'ซัก', 'ผ้า', 'ชั้น', 'ร้าน', 'อาหาร', 'ร้าน', 'ทำ', 'ผม', 'ล่าง', 'ไวไฟ', 'ห้อง', '30', 'mb', 'เครื่อง', 'ทำ', 'น้ำ', 'อุ่น', 'สนใจ', 'ดู', 'รูป', 'ทัก', 'ติดต่อ', 'ID', 'hunhansmile', 'เบอร์โทร', '0631955521']",1

"['อนุญาต', 'แถว', 'มอ', 'ร้าน', 'โจ๊ก', 'ไหม']",3

"['หอ', 'พัก', 'น้ำ', 'ไฟ', '45005000', 'ฮะ']",3

"['พี่', 'น้อง', 'ท่าน', 'ใด', 'สนใจ']",1

"['สอบถาม', 'วิชา', 'เสรี', 'ไหม', 'วิชา', 'เสรีหมวด', 'วิชา', 'พละ', 'หลักสูตร']",3

"['พ่อ', 'ศิษ', 'เก่า', 'อนุญาต', 'โพสหอพัก', 'ศึกษา', 'เช่า', 'ขอบคุณ', 'สำหรับ', 'พื้นที่', 'ห้อง', 'พัก', 'ศึกษาพระจอมเกล้าพระนครเหนือ', 'ราคา', '6000', 'บาท', 'เดือน', '13', 'คน', 'ห้อง', 'เอี่ยม', 'มือ', 'รีเจ้นท์โฮม', 'บางซ่อน', 'เฟส', '28', 'ห้อง', 'ขนาด', '28', 'ตรม', '1', 'ห้อง', 'นอน', '1', 'ห้องน้ำ', '1', 'ครัว', 'ชั้น', '6', 'เลข', 'บ้าน', '178', 'แอร์', 'ม่าน', 'ซิงค์ครัว', 'เตียง', 'นอน', 'ฟูก', 'นอน', '35', 'ฟต', '2', 'เตียง', 'เช่า', '6000', 'บาท', 'เดือน', 'สัญญา', 'ต่ำ', '1', 'ปี', 'มัดจำ', '2', 'เดือน', 'กลาง', 'จ่าย', 'ฟรี', 'สัญญา', '700', 'บาท', 'เดือน', 'กล้อง', 'วงจรปิด', 'CCTV', 'เจ้าหน้าที่', 'รักษา', 'ปลอด', 'ภัย', '24', 'ชม', 'ระบบ', 'Key', 'Card', 'Access', 'ควบคุม', 'อาคาร', 'สวน', 'ฟิตเนส', 'สระ', 'ว่าย', 'น้ำ', 'จอด', 'รถ', 'ร้าน', 'ค้า', 'สถานที่', 'ใกล้เคียง', 'ติด', 'สถานี', 'รถ', 'ไฟฟ้า', 'MRT', 'ซ่อน', 'รพเกษม', 'ราษฎร์', 'ประชาชื่น', 'สถานี', 'รถไฟ', 'ซ่อน', 'ตลาด', 'บางซ่อน', 'ตลาด', 'เตาปูน', 'โลตัสเตา', 'ปูน', 'พระจอมเกล้าพระนครเหนือ', 'scg', 'รถ', 'เมล์', 'รถ', 'ประจำ', 'สาย', '16', '30', '65', '97', '505', 'รถ', 'ไฟฟ้า', 'MRT', 'ซ่อน', 'เชื่อม', 'MRT', 'เตา', 'ปูน', 'ด่วน', 'ด่วน', 'ศรีรัชวงแหวน', 'รอบ', 'กาญจนาภิเษก', 'ติดต่อ', 'ฝน', '0870939090', 'Line', 'ID', 'rainfonmheecony']",1

"['เรียน', 'Eng', 'Oral', 'เรียน', 's', '3334']",3

"['สะดวกสบาย', 'ทาว', 'เฮ้าส์', '2', 'ชั้น', 'ขนาด', '29', 'ตรวใน', 'ซอยวัด', 'กำแพง', '2', 'ห้อง', 'นอน', '1', 'ห้อง', 'นอน', '2', 'ห้องน้ำ', '1', 'จอด', 'รถ', 'เตียง', '5', 'แอร์', 'เครื่อง', 'ซัก', 'ผ้า', 'ตู้', 'เย็น', 'แทงค์ปั้ม', 'น้ำ', '5', '1', 'ซอยวัดกำแพง', '3', 'ซอยนครอินทร์3', '4', 'กรุงเทพนนท์', 'ซอยวงศ์', 'สว่าง', '11', 'พระจอม', 'หน้าปาก', 'ซอย', 'สถานี', 'รถ', 'ไฟฟ้า', 'แยกติวานนท์', 'เดินทาง', 'สะดวกสบาย', 'บ้าน', 'เดิน', '27111', 'Lotus2', 'ตลาด', 'นัด', 'สถานที่', 'ใกล้เคียง', 'กระทรวงสาธารณสุข', 'พระจอมเกล้าพระนครเหนือ', 'รรวัดเขมา', 'บิกซีติวานนท์', 'เช่า', 'เดือน', '12000', 'บาท', 'ใช้จ่าย', 'กลาง', 'น้ำ', 'ไฟ', 'ใบ', 'หลวง', 'สัญญา', 'เช่า', '1', 'ปี', 'ประกัน', '2', 'เดือน', 'ล่วงหน้า', '1', 'เดือน', 'สนใจ', 'สอบ', 'ถาม', '0948', '895642', 'บูม', 'Line', 'Id', 'boomiya']",1

"['รุ่น', 'น้อง', 'ฝาก', 'หา', 'พัก', 'มอครับ', 'ชั่วคราว', '56', 'สอบ', 'ปลน้อง', '10', 'คน', 'ผม', 'พื้นที่', 'เหมือน', 'ปล', '2', '1', 'ห้อง']",3

"['อนุญาต', 'ประชาสัมพันธ์', 'ค้า', 'น้อง', 'รอบ', '5', 'ติด', 'สาขา', 'เทคโนโลยี', 'สารสนเทศ', 'วิศวกรรม', 'สารสนเทศ', 'เครือข่าย', 'กลุ่มไลน์', 'ล่าง', 'ค้า', 'น้อง', 'ทราบ', 'ข่าวสาร', 'พี่', 'ประกาศ', 'ขอบคุณ']",3

"['ปล่อย', 'เช่า', 'คอนโดติด', 'MRT', 'นั่ง', 'วิน', 'เด็ก', 'พระ', 'จอม', 'ห้อง', 'เอี่ยม', 'คน', 'คอนโด', 'เช่า', 'ยินดี', 'เอเจ้น', 'ติด', 'MRT', 'ซ่อน', 'นั่ง', 'วิน', 'มอเตอร์ไซด์', 'นั่ง', 'รถ', 'ไฟฟ้า', '18', 'นาที', 'MRTห้วยขวาง', 'Regent', 'Home', 'Bangson', 'Phase', '28', 'รีเจ้นท์', 'ซ่อน', 'โครงการ', '2', 'เฟส', '28', 'ตึก', 'A', 'เดิน', 'วิว', 'โล่ง', 'ทิศใต้', 'ชั้น', '14', 'ห้อง', '1', 'นอน', 'กั้น', 'ห้อง', 'ขนาด', '28', 'ตรม', 'วิว', 'โล่ง', 'ตัว', 'ห้อง', 'เฟอร์นิเจอร์', 'ดี', 'SBเฟอร์นิเจอร์', 'ตู้', 'เสื้อผ้า', 'SB', 'Furniture', 'เตียง', 'SB', 'Furniture', '6', 'ฟุต', 'นอน', 'Slumberland', 'ยี่ห้อ', 'ประเทศอังกฤษ', 'นอน', 'ปวด', 'โซฟา', 'SB', 'Furniture', 'LShape', 'ขนาด', 'นั่ง', 'นอน', 'พักผ่อน', '15900', 'Rain', 'Shower', 'รร', '5', 'ดาว', 'ดี', '8645', 'SAMSUNG', '55', 'นิ้ว', 'Series', '8000', 'รุ่น', '2020', 'จอ', 'Netflix', 'Youtube', 'ค้นหา', 'เสียง', 'ไมโครเวฟ', 'Sharp', 'ตู้', 'เย็น', 'Misubishi', 'inverter', 'ประหยัด', 'ไฟ', 'แอร์', '2', 'ตัว', 'Mitsubishi', 'Super', 'inverter', 'GR', 'รุ่น', 'TOP', '2020', 'ระบบ', 'กรอง', 'PM', '25', 'ประหยัด', 'ไฟ', 'กระจก', 'กั้น', 'แยก', 'ห้อง', 'นอน', 'ห้อง', 'นั่ง', 'เล่น', 'กลาง', 'โครงการ', 'Fitness', 'สระ', 'ว่ายน้ำ', 'CCTV', 'ลิฟต์', 'ล๊อก', 'ชั้น', 'ปลอด', 'ภัย', '7500', 'บาท', 'เดือน', 'จอด', 'รถ', 'ฟรี', 'รถ', 'ยนต์', '1', 'คัน', 'มอเตอร์ไซด์', '1', 'คัน', 'ราคา', 'กลาง', 'เจ้าของ', 'ปล่อย', 'เช่า', 'Agent', 'welcome', 'สนใจ', 'ติดต่อ', '0814757151', 'Linexcom9', 'กุลพร', 'เจ้าของ', 'ห้อง', 'แม่', 'พี่เอ็กซ์', 'ตึกA', 'เดิน', 'วิว', 'โล่ง', 'ห้อง', 'ดี']",1

"['ฝาก', 'กดไลค์', 'กำลังใจ', 'ขอบคุณ', 'ประกาศ', '14', 'ธค', '63']",3

"['รถ', 'ยนต์', 'มจพ', 'จอด', 'เดือน', 'ล่ะ', 'มจพกรุงเทพ']",3

"['ประกาศ', 'ขาย', 'สัญญา', 'หอ', 'ST', 'Place', 'จ่าย', '13000', 'บาท', 'แถม', 'ฟรี', 'ชุด', 'ผ้า', 'ปู', 'นอน', '1', 'เซ็ต', 'ฟรี', 'ห้อง', '26', 'ตรม', 'ชั้น', '5', 'อยู', 'ห้อง', 'เดือน', '6500', 'บาท', 'น้ำหน่วย', '18', 'บาท', 'ไฟ', 'หน่วย', '65', 'บาท', 'เฟอร์นิเจอร์บิ้วท์', 'อิน', 'ตู้', 'เย็น', 'ทีวี', '42', 'นิ้ว', 'นอน', '6', 'ฟุต', 'นอน', 'internet', 'wifi', '4', 'user', 'ฟรี', 'ตู้', 'เสื้อผ้า', 'โซฟา', 'โต๊ะ', 'กิน', 'ข้าว', 'โต๊ะ', 'อ่าน', 'หนังสือ', 'เก้าอี้', 'นุ่ม', 'เครื่อง', 'ทำ', 'อุ่น', 'ห้องน้ำ', 'แยก', 'โซน', 'เปียก', 'แห้ง', 'ระเบียง', 'ราว', 'ตาก', 'ผ้า', 'ปลั๊ก', 'ห้อง', 'ลิฟต์', 'ประตู', 'เข้าหอคีย์การ์ด', 'กุญแจ', '2', 'ดอก', 'คีย์การ์ด', '2', 'ใบ', 'เงิน', 'ตู้', 'ซัก', 'ผ้า', 'หยอด', 'เหรียญ', 'ตู้', 'กด', 'น้ำ', 'ฟิตเนส', 'ชั้น', '6', 'มุม', 'อ่าน', 'หนังสือ', 'นั่ง', 'เล่น', 'ชั้น', '6', 'ชั้น', 'ล่าง', 'คา', 'เฟ่', 'ขาย', 'อาหาร', 'ขาย', 'น้ำ', 'ระเบียง', 'ติด', 'ฝั่ง', 'ซุ่มคาเฟ่', 'ติด', 'ซุ่มคาเฟ่', 'สะดวก', 'เวลา', 'อ่าน', 'หนังสือ', 'เซเว่น', 'สร้าง', 'หอ', 'หน้า', 'หอมี', 'วิน', 'มอเตอร์ไซต์', 'สะดวก', 'รอ', 'สนใจ', 'สอบถาม', 'FB', 'yaa', 'IDLine', 'uniunicon', 'จุด']",1

"['อนุญาติ', 'ประชาสัมพันธ์', 'ตึก', 'เฟอร์นิเจอร์', 'ลด', 'พิเศษ', 'สำหรับ', 'ศึกษา', 'มจพ', 'บัตร', 'ศึกษา', 'ลด', 'พิเศษ', 'สัญญา', 'ห่าง', 'มจพ', '5', 'กิโล', 'คัดกรอง', 'คน', 'พัก', 'บรรยากาศ', 'ดี', 'สร้าง', 'ติดต่อ', 'สอบถาม', 'Line', 'atcresidence', 'หน้า', 'โทร', '02', '0009841']",1

"['เช่า', 'คอนโด', 'aspire', 'รัชดาวงศ์สว่าง', 'ชั้น', '8', 'ตึก', 'A', 'ขนาด', '26', 'ตรม', 'ราคา', '7500', 'บาท', 'ขนาด', 'ห้อง', '26', 'ตรม', '1', 'ห้อง', 'นอน', '1', 'ห้องน้ำ', 'รายละเอียด', 'ห้อง', 'ชั้น', '8', 'ตึก', 'A', 'เครื่อง', 'ไฟฟ้า', '1', 'ทีวี', 'led', '32', 'นิ้ว', '2', 'ตู้', 'เย็น', '3', 'ไมโครเวฟ', '4', 'เครื่อง', 'ทำ', 'น้ำ', 'อุ่น', '5', 'แอร์', '6', 'เครื่อง', 'ซัก', 'ผ้า', '6', 'เฟอนิเจอร์ครบครัน', 'ราคา', 'เช่า', '7500', 'บาท', 'สัญญา', 'เช่า', '1', 'ปี', 'อำนวย', 'สะดวก', '–', 'Lobby', '–', 'Semioutdoor', '–', 'สระ', 'ว่าย', 'น้ำ', 'ฟิตเนส', '–', 'รปภ', 'กล้อง', 'วงจรปิด', 'โครงการ', 'ประตู', 'Key', 'Card', '–', 'สวนหย่อม', '–', 'ห้อง', 'สมุด', 'สถานที่', 'ใกล้เคียง', 'มหาวิทยาลัยพระจอมเกล้าพระนคร', 'เหนือ', 'CPAC', 'ไฟฟ้า', 'กรวย', 'ท่าน้ำ', 'นน', 'รถไฟ', 'กม', '11', 'โรง', 'ประชาชื่น', 'สาธิต', 'มหาวิทยาลัยเกษตรศาสตร์', 'ป้าย', 'รถ', 'เมล์', 'หน้า', 'โครงการ', '711', 'ตลาด', 'นัด', 'ติดต่อ', 'สอบถาม', 'Line', 'bankagency', '0955938895', 'แบงค์', '0616858270', 'ดรีม']",1

"['แนะนำ', 'ร้าน', 'ชาบู', 'แถว', 'มหน่อย']",3

"['ขาย', 'สิทธิ', 'จองหอ', 'พัก', 'blees', 'salsha', 'จอง', '6000', 'บาท', 'ขาย', 'ใบ', 'จอง', '5000', 'บาท', 'เฟอร์นิเจอร์บิวท์อินครบ', 'เตียง', 'โต๊ะ', 'ตู้', 'เสื้อผ้า', 'แอร์', 'เครื่อง', 'ทำ', 'น้ำ', 'อุ่น', 'ห้อง', '24', 'ตรม', 'ชั้น', '3', 'มีคีย์การ์ด', 'กุญแจ', 'หอ', 'สระ', 'ว่าย', 'น้ำ', 'ระบบ', 'สแกน', 'หน้า', 'ปลอด', 'ภัย', 'ผ้า', 'ปู', 'นอน', 'ปลอก', 'หมอน', 'สั่ง', 'ผลิต', 'ดี', 'ฟรี', 'wifi', 'สอง', 'รหัส', 'เดิน', 'มอ', 'ห่าง', '900', 'เมตร', 'ร้าน', 'อาหาร', 'ร้าน', 'สะดวก', 'ซื้อ', 'รีบ', 'วิน', 'เดือน', '6200', 'บาท', 'ค้ำประกัน', '10000', 'บาท', 'สัญญา', '1', 'ปี', 'กลาง', 'ชวน', 'เพื่อน', 'หาร', '23', 'คน', 'ดี', 'ย้าย', 'เค้า', 'ย้าย', 'เพื่อน', 'ทัก', 'ถาม', 'inbox', 'line', 'eunggs']",1

